student_id,company_id,group_id,fit_score,relevance_grade,rank_within_group,eligible,hard_pass
S0694,CO024,23,0.0,0,259,0,0
S0695,CO024,23,0.0,0,259,0,0
S0696,CO024,23,0.0,0,259,0,0
S0697,CO024,23,0.0,0,259,0,0
S0698,CO024,23,0.0,0,259,0,0
S0699,CO024,23,0.0,0,259,0,0
S0700,CO024,23,0.0,0,259,0,0
S0703,CO024,23,0.0,0,259,0,0
S0704,CO024,23,0.0,0,259,0,0
S0705,CO024,23,0.0,0,259,0,0
S0706,CO024,23,0.0,0,259,0,0
S0708,CO024,23,0.0,0,259,0,0
S0709,CO024,23,0.0,0,259,0,0
S0711,CO024,23,0.0,0,259,0,0
S0712,CO024,23,0.0,0,259,0,0
S0714,CO024,23,0.0,0,259,0,0
S0716,CO024,23,0.0,0,259,0,0
S0717,CO024,23,0.0,0,259,0,0
S0718,CO024,23,0.0,0,259,0,0
S0720,CO024,23,0.0,0,259,0,0
S0721,CO024,23,0.0,0,259,0,0
S0722,CO024,23,0.0,0,259,0,0
S0723,CO024,23,0.0,0,259,0,0
S0724,CO024,23,0.0,0,259,0,0
S0725,CO024,23,0.0,0,259,0,0
S0729,CO024,23,0.0,0,259,0,0
S0732,CO024,23,0.0,0,259,0,0
S0733,CO024,23,0.0,0,259,0,0
S0734,CO024,23,0.0,0,259,0,0
S0735,CO024,23,0.0,0,259,0,0
S0736,CO024,23,0.0,0,259,0,0
S0740,CO024,23,0.0,0,259,0,0
S0741,CO024,23,0.0,0,259,0,0
S0742,CO024,23,0.0,0,259,0,0
S0743,CO024,23,0.0,0,259,0,0
S0746,CO024,23,0.0,0,259,0,0
S0747,CO024,23,0.0,0,259,0,0
S0748,CO024,23,0.0,0,259,0,0
S0750,CO024,23,0.0,0,259,0,0
S0753,CO024,23,0.0,0,259,0,0
S0754,CO024,23,0.0,0,259,0,0
S0755,CO024,23,0.0,0,259,0,0
S0756,CO024,23,0.0,0,259,0,0
S0758,CO024,23,0.0,0,259,0,0
S0760,CO024,23,0.0,0,259,0,0
S0761,CO024,23,0.0,0,259,0,0
S0762,CO024,23,0.0,0,259,0,0
S0763,CO024,23,0.0,0,259,0,0
S0764,CO024,23,0.0,0,259,0,0
S0765,CO024,23,0.0,0,259,0,0
S0766,CO024,23,0.0,0,259,0,0
S0767,CO024,23,0.0,0,259,0,0
S0768,CO024,23,0.0,0,259,0,0
S0770,CO024,23,0.0,0,259,0,0
S0777,CO024,23,0.0,0,259,0,0
S0778,CO024,23,0.0,0,259,0,0
S0779,CO024,23,0.0,0,259,0,0
S0780,CO024,23,0.0,0,259,0,0
S0781,CO024,23,0.0,0,259,0,0
S0782,CO024,23,0.0,0,259,0,0
S0783,CO024,23,0.0,0,259,0,0
S0784,CO024,23,0.0,0,259,0,0
S0786,CO024,23,0.0,0,259,0,0
S0787,CO024,23,0.0,0,259,0,0
S0788,CO024,23,0.0,0,259,0,0
S0789,CO024,23,0.0,0,259,0,0
S0790,CO024,23,0.0,0,259,0,0
S0791,CO024,23,0.0,0,259,0,0
S0792,CO024,23,0.0,0,259,0,0
S0794,CO024,23,0.0,0,259,0,0
S0796,CO024,23,0.0,0,259,0,0
S0797,CO024,23,0.0,0,259,0,0
S0798,CO024,23,0.0,0,259,0,0
S0800,CO024,23,0.0,0,259,0,0
S0438,CO025,24,0.5775,3,1,1,1
S0467,CO025,24,0.565,3,2,1,1
S0728,CO025,24,0.5533,3,3,1,1
S0246,CO025,24,0.5525,3,4,1,1
S0631,CO025,24,0.5508,3,5,1,1
S0747,CO025,24,0.5467,3,6,1,1
S0578,CO025,24,0.5433,3,7,1,1
S0082,CO025,24,0.5242,3,8,1,1
S0206,CO025,24,0.5242,3,8,1,1
S0452,CO025,24,0.5175,3,10,1,1
S0239,CO025,24,0.5042,3,11,1,1
S0286,CO025,24,0.4858,3,12,1,1
S0059,CO025,24,0.48,3,13,1,1
S0615,CO025,24,0.4792,3,14,1,1
S0151,CO025,24,0.4783,3,15,1,1
S0675,CO025,24,0.475,3,16,1,1
S0271,CO025,24,0.4742,3,17,1,1
S0397,CO025,24,0.4733,3,18,1,1
S0132,CO025,24,0.4725,3,19,1,1
S0006,CO025,24,0.47,3,20,1,1
S0613,CO025,24,0.4642,3,21,1,1
S0158,CO025,24,0.4625,3,22,1,1
S0775,CO025,24,0.4625,3,22,1,1
S0135,CO025,24,0.4583,3,24,1,1
S0124,CO025,24,0.455,3,25,1,1
S0479,CO025,24,0.4525,3,26,1,1
S0308,CO025,24,0.4467,3,27,1,1
S0451,CO025,24,0.4458,3,28,1,1
S0680,CO025,24,0.445,3,29,1,1
S0297,CO025,24,0.4408,3,30,1,1
S0687,CO025,24,0.4408,3,30,1,1
S0736,CO025,24,0.44,3,32,1,1
S0202,CO025,24,0.4392,3,33,1,1
S0052,CO025,24,0.4375,3,34,1,1
S0464,CO025,24,0.4333,3,35,1,1
S0511,CO025,24,0.4317,2,36,1,1
S0460,CO025,24,0.4292,2,37,1,1
S0379,CO025,24,0.4267,2,38,1,1
S0507,CO025,24,0.4267,2,38,1,1
S0178,CO025,24,0.4242,2,40,1,1
S0312,CO025,24,0.4242,2,40,1,1
S0340,CO025,24,0.4242,2,40,1,1
S0585,CO025,24,0.42,2,43,1,1
S0171,CO025,24,0.4167,2,44,1,1
S0194,CO025,24,0.4133,2,45,1,1
S0203,CO025,24,0.4125,2,46,1,1
S0738,CO025,24,0.4117,2,47,1,1
S0539,CO025,24,0.4108,2,48,0,1
S0535,CO025,24,0.4042,2,49,1,1
S0469,CO025,24,0.4025,2,50,1,1
S0659,CO025,24,0.3975,2,51,1,1
S0408,CO025,24,0.3958,2,52,1,1
S0750,CO025,24,0.3942,2,53,1,1
S0719,CO025,24,0.3858,2,54,1,1
S0570,CO025,24,0.3842,2,55,0,1
S0368,CO025,24,0.3825,2,56,1,1
S0530,CO025,24,0.3808,2,57,1,1
S0662,CO025,24,0.38,2,58,1,1
S0359,CO025,24,0.3792,2,59,0,1
S0365,CO025,24,0.3775,2,60,0,1
S0175,CO025,24,0.3758,2,61,1,1
S0185,CO025,24,0.375,2,62,1,1
S0021,CO025,24,0.3675,2,63,1,1
S0108,CO025,24,0.3675,2,63,1,1
S0709,CO025,24,0.3633,2,65,1,1
S0367,CO025,24,0.3617,2,66,0,1
S0518,CO025,24,0.3617,2,66,0,1
S0484,CO025,24,0.36,2,68,1,1
S0047,CO025,24,0.3592,2,69,0,1
S0096,CO025,24,0.3583,2,70,0,1
S0773,CO025,24,0.3583,2,70,0,1
S0473,CO025,24,0.3558,2,72,0,1
S0488,CO025,24,0.3525,2,73,0,1
S0176,CO025,24,0.3517,2,74,1,1
S0094,CO025,24,0.3483,1,75,1,1
S0389,CO025,24,0.3483,1,75,1,1
S0734,CO025,24,0.3483,1,75,1,1
S0748,CO025,24,0.3483,1,75,1,1
S0677,CO025,24,0.3458,1,79,0,1
S0040,CO025,24,0.3442,1,80,1,1
S0234,CO025,24,0.3442,1,80,0,1
S0667,CO025,24,0.3442,1,80,0,1
S0002,CO025,24,0.3417,1,83,1,1
S0618,CO025,24,0.3417,1,83,1,1
S0749,CO025,24,0.3392,1,85,1,1
S0567,CO025,24,0.3375,1,86,1,1
S0043,CO025,24,0.3358,1,87,0,1
S0118,CO025,24,0.3358,1,87,1,1
S0174,CO025,24,0.3333,1,89,0,1
S0274,CO025,24,0.3283,1,90,0,1
S0660,CO025,24,0.3267,1,91,0,1
S0732,CO025,24,0.3267,1,91,0,1
S0030,CO025,24,0.3242,1,93,0,1
S0538,CO025,24,0.3242,1,93,1,1
S0164,CO025,24,0.3225,1,95,0,1
S0123,CO025,24,0.3217,1,96,1,1
S0115,CO025,24,0.3208,1,97,1,1
S0058,CO025,24,0.3125,1,98,0,1
S0300,CO025,24,0.3125,1,98,1,1
S0543,CO025,24,0.3117,1,100,0,1
S0722,CO025,24,0.3092,1,101,0,1
S0053,CO025,24,0.3083,1,102,0,1
S0757,CO025,24,0.3075,1,103,0,1
S0057,CO025,24,0.3058,1,104,0,1
S0676,CO025,24,0.3042,1,105,1,1
S0136,CO025,24,0.3025,1,106,0,1
S0250,CO025,24,0.3,1,107,0,1
S0284,CO025,24,0.2992,1,108,0,1
S0508,CO025,24,0.2992,1,108,1,1
S0605,CO025,24,0.2992,1,108,1,1
S0698,CO025,24,0.295,1,111,0,1
S0282,CO025,24,0.2933,1,112,0,1
S0600,CO025,24,0.2925,1,113,0,1
S0789,CO025,24,0.2917,1,114,1,1
S0627,CO025,24,0.29,1,115,0,1
S0711,CO025,24,0.2892,1,116,0,1
S0534,CO025,24,0.2875,1,117,0,1
S0712,CO025,24,0.2875,1,117,0,1
S0238,CO025,24,0.2867,1,119,0,1
S0370,CO025,24,0.2867,1,119,0,1
S0095,CO025,24,0.285,1,121,0,1
S0630,CO025,24,0.2833,1,122,0,1
S0454,CO025,24,0.28,1,123,0,1
S0589,CO025,24,0.2767,1,124,0,1
S0127,CO025,24,0.275,1,125,0,1
S0321,CO025,24,0.275,1,125,0,1
S0573,CO025,24,0.2742,0,127,0,1
S0485,CO025,24,0.2717,0,128,0,1
S0427,CO025,24,0.2708,0,129,0,1
S0758,CO025,24,0.2708,0,129,0,1
S0457,CO025,24,0.27,0,131,0,1
S0207,CO025,24,0.2692,0,132,0,1
S0481,CO025,24,0.2692,0,132,0,1
S0162,CO025,24,0.2658,0,134,0,1
S0426,CO025,24,0.2633,0,135,0,1
S0601,CO025,24,0.26,0,136,0,1
S0309,CO025,24,0.2592,0,137,0,1
S0360,CO025,24,0.2592,0,137,0,1
S0471,CO025,24,0.2592,0,137,0,1
S0014,CO025,24,0.2575,0,140,0,1
S0045,CO025,24,0.255,0,141,0,1
S0557,CO025,24,0.2525,0,142,0,1
S0248,CO025,24,0.2517,0,143,0,1
S0550,CO025,24,0.2492,0,144,0,1
S0352,CO025,24,0.245,0,145,0,1
S0610,CO025,24,0.245,0,145,0,1
S0157,CO025,24,0.2442,0,147,0,1
S0211,CO025,24,0.2417,0,148,0,1
S0086,CO025,24,0.24,0,149,0,1
S0294,CO025,24,0.2375,0,150,0,1
S0181,CO025,24,0.2367,0,151,0,1
S0437,CO025,24,0.2333,0,152,0,1
S0042,CO025,24,0.2325,0,153,0,1
S0217,CO025,24,0.2325,0,153,0,1
S0635,CO025,24,0.2325,0,153,0,1
S0283,CO025,24,0.2317,0,156,0,1
S0031,CO025,24,0.2292,0,157,0,1
S0420,CO025,24,0.2292,0,157,0,1
S0403,CO025,24,0.2283,0,159,0,1
S0192,CO025,24,0.225,0,160,0,1
S0394,CO025,24,0.225,0,160,0,1
S0599,CO025,24,0.225,0,160,0,1
S0690,CO025,24,0.225,0,160,0,1
S0033,CO025,24,0.2242,0,164,0,1
S0067,CO025,24,0.2242,0,164,0,1
S0730,CO025,24,0.2242,0,164,0,1
S0735,CO025,24,0.2242,0,164,0,1
S0275,CO025,24,0.2225,0,168,0,1
S0197,CO025,24,0.2192,0,169,0,1
S0674,CO025,24,0.2175,0,170,0,1
S0651,CO025,24,0.2167,0,171,0,1
S0531,CO025,24,0.215,0,172,0,1
S0338,CO025,24,0.2083,0,173,0,1
S0785,CO025,24,0.2075,0,174,0,1
S0112,CO025,24,0.2042,0,175,0,1
S0004,CO025,24,0.195,0,176,0,1
S0648,CO025,24,0.1917,0,177,0,1
S0330,CO025,24,0.1875,0,178,0,1
S0568,CO025,24,0.1842,0,179,0,1
S0277,CO025,24,0.1792,0,180,0,1
S0692,CO025,24,0.1792,0,180,0,1
S0166,CO025,24,0.175,0,182,0,1
S0292,CO025,24,0.1708,0,183,0,1
S0276,CO025,24,0.1675,0,184,0,1
S0227,CO025,24,0.1667,0,185,0,1
S0545,CO025,24,0.1667,0,185,0,1
S0325,CO025,24,0.1625,0,187,0,1
S0414,CO025,24,0.1625,0,187,0,1
S0645,CO025,24,0.1625,0,187,0,1
S0577,CO025,24,0.15,0,190,0,1
S0745,CO025,24,0.1458,0,191,0,1
S0436,CO025,24,0.145,0,192,0,1
S0415,CO025,24,0.14,0,193,0,1
S0786,CO025,24,0.1375,0,194,0,1
S0195,CO025,24,0.13,0,195,0,1
S0140,CO025,24,0.1292,0,196,0,1
S0425,CO025,24,0.1292,0,196,0,1
S0652,CO025,24,0.1292,0,196,0,1
S0259,CO025,24,0.125,0,199,0,1
S0146,CO025,24,0.1117,0,200,0,1
S0229,CO025,24,0.095,0,201,0,1
S0655,CO025,24,0.0825,0,202,0,1
S0587,CO025,24,0.0417,0,203,0,1
S0342,CO025,24,0.0375,0,204,0,1
S0251,CO025,24,0.0125,0,205,0,1
S0001,CO025,24,0.0,0,206,0,0
S0003,CO025,24,0.0,0,206,0,0
S0005,CO025,24,0.0,0,206,0,0
S0007,CO025,24,0.0,0,206,0,0
S0008,CO025,24,0.0,0,206,0,0
S0009,CO025,24,0.0,0,206,0,0
S0010,CO025,24,0.0,0,206,0,0
S0011,CO025,24,0.0,0,206,0,0
S0012,CO025,24,0.0,0,206,0,0
S0013,CO025,24,0.0,0,206,0,0
S0015,CO025,24,0.0,0,206,0,0
S0016,CO025,24,0.0,0,206,0,0
S0017,CO025,24,0.0,0,206,0,0
S0018,CO025,24,0.0,0,206,0,0
S0019,CO025,24,0.0,0,206,0,0
S0020,CO025,24,0.0,0,206,0,0
S0022,CO025,24,0.0,0,206,0,0
S0023,CO025,24,0.0,0,206,0,0
S0024,CO025,24,0.0,0,206,0,0
S0025,CO025,24,0.0,0,206,0,0
S0026,CO025,24,0.0,0,206,0,0
S0027,CO025,24,0.0,0,206,0,0
S0028,CO025,24,0.0,0,206,0,0
S0029,CO025,24,0.0,0,206,0,0
S0032,CO025,24,0.0,0,206,0,0
S0034,CO025,24,0.0,0,206,0,0
S0035,CO025,24,0.0,0,206,0,0
S0036,CO025,24,0.0,0,206,0,0
S0037,CO025,24,0.0,0,206,0,0
S0038,CO025,24,0.0,0,206,0,0
S0039,CO025,24,0.0,0,206,0,0
S0041,CO025,24,0.0,0,206,0,0
S0044,CO025,24,0.0,0,206,0,0
S0046,CO025,24,0.0,0,206,0,0
S0048,CO025,24,0.0,0,206,0,0
S0049,CO025,24,0.0,0,206,0,0
S0050,CO025,24,0.0,0,206,0,0
S0051,CO025,24,0.0,0,206,0,0
S0054,CO025,24,0.0,0,206,0,0
S0055,CO025,24,0.0,0,206,0,0
S0056,CO025,24,0.0,0,206,0,0
S0060,CO025,24,0.0,0,206,0,0
S0061,CO025,24,0.0,0,206,0,0
S0062,CO025,24,0.0,0,206,0,0
S0063,CO025,24,0.0,0,206,0,0
S0064,CO025,24,0.0,0,206,0,0
S0065,CO025,24,0.0,0,206,0,0
S0066,CO025,24,0.0,0,206,0,0
S0068,CO025,24,0.0,0,206,0,0
S0069,CO025,24,0.0,0,206,0,0
S0070,CO025,24,0.0,0,206,0,0
S0071,CO025,24,0.0,0,206,0,0
S0072,CO025,24,0.0,0,206,0,0
S0073,CO025,24,0.0,0,206,0,0
S0074,CO025,24,0.0,0,206,0,0
S0075,CO025,24,0.0,0,206,0,0
S0076,CO025,24,0.0,0,206,0,0
S0077,CO025,24,0.0,0,206,0,0
S0078,CO025,24,0.0,0,206,0,0
S0079,CO025,24,0.0,0,206,0,0
S0080,CO025,24,0.0,0,206,0,0
S0081,CO025,24,0.0,0,206,0,0
S0083,CO025,24,0.0,0,206,0,0
S0084,CO025,24,0.0,0,206,0,0
S0085,CO025,24,0.0,0,206,0,0
S0087,CO025,24,0.0,0,206,0,0
S0088,CO025,24,0.0,0,206,0,0
S0089,CO025,24,0.0,0,206,0,0
S0090,CO025,24,0.0,0,206,0,0
S0091,CO025,24,0.0,0,206,0,0
S0092,CO025,24,0.0,0,206,0,0
S0093,CO025,24,0.0,0,206,0,0
S0097,CO025,24,0.0,0,206,0,0
S0098,CO025,24,0.0,0,206,0,0
S0099,CO025,24,0.0,0,206,0,0
S0100,CO025,24,0.0,0,206,0,0
S0101,CO025,24,0.0,0,206,0,0
S0102,CO025,24,0.0,0,206,0,0
S0103,CO025,24,0.0,0,206,0,0
S0104,CO025,24,0.0,0,206,0,0
S0105,CO025,24,0.0,0,206,0,0
S0106,CO025,24,0.0,0,206,0,0
S0107,CO025,24,0.0,0,206,0,0
S0109,CO025,24,0.0,0,206,0,0
S0110,CO025,24,0.0,0,206,0,0
S0111,CO025,24,0.0,0,206,0,0
S0113,CO025,24,0.0,0,206,0,0
S0114,CO025,24,0.0,0,206,0,0
S0116,CO025,24,0.0,0,206,0,0
S0117,CO025,24,0.0,0,206,0,0
S0119,CO025,24,0.0,0,206,0,0
S0120,CO025,24,0.0,0,206,0,0
S0121,CO025,24,0.0,0,206,0,0
S0122,CO025,24,0.0,0,206,0,0
S0125,CO025,24,0.0,0,206,0,0
S0126,CO025,24,0.0,0,206,0,0
S0128,CO025,24,0.0,0,206,0,0
S0129,CO025,24,0.0,0,206,0,0
S0130,CO025,24,0.0,0,206,0,0
S0131,CO025,24,0.0,0,206,0,0
S0133,CO025,24,0.0,0,206,0,0
S0134,CO025,24,0.0,0,206,0,0
S0137,CO025,24,0.0,0,206,0,0
S0138,CO025,24,0.0,0,206,0,0
S0139,CO025,24,0.0,0,206,0,0
S0141,CO025,24,0.0,0,206,0,0
S0142,CO025,24,0.0,0,206,0,0
S0143,CO025,24,0.0,0,206,0,0
S0144,CO025,24,0.0,0,206,0,0
S0145,CO025,24,0.0,0,206,0,0
S0147,CO025,24,0.0,0,206,0,0
S0148,CO025,24,0.0,0,206,0,0
S0149,CO025,24,0.0,0,206,0,0
S0150,CO025,24,0.0,0,206,0,0
S0152,CO025,24,0.0,0,206,0,0
S0153,CO025,24,0.0,0,206,0,0
S0154,CO025,24,0.0,0,206,0,0
S0155,CO025,24,0.0,0,206,0,0
S0156,CO025,24,0.0,0,206,0,0
S0159,CO025,24,0.0,0,206,0,0
S0160,CO025,24,0.0,0,206,0,0
S0161,CO025,24,0.0,0,206,0,0
S0163,CO025,24,0.0,0,206,0,0
S0165,CO025,24,0.0,0,206,0,0
S0167,CO025,24,0.0,0,206,0,0
S0168,CO025,24,0.0,0,206,0,0
S0169,CO025,24,0.0,0,206,0,0
S0170,CO025,24,0.0,0,206,0,0
S0172,CO025,24,0.0,0,206,0,0
S0173,CO025,24,0.0,0,206,0,0
S0177,CO025,24,0.0,0,206,0,0
S0179,CO025,24,0.0,0,206,0,0
S0180,CO025,24,0.0,0,206,0,0
S0182,CO025,24,0.0,0,206,0,0
S0183,CO025,24,0.0,0,206,0,0
S0184,CO025,24,0.0,0,206,0,0
S0186,CO025,24,0.0,0,206,0,0
S0187,CO025,24,0.0,0,206,0,0
S0188,CO025,24,0.0,0,206,0,0
S0189,CO025,24,0.0,0,206,0,0
S0190,CO025,24,0.0,0,206,0,0
S0191,CO025,24,0.0,0,206,0,0
S0193,CO025,24,0.0,0,206,0,0
S0196,CO025,24,0.0,0,206,0,0
S0198,CO025,24,0.0,0,206,0,0
S0199,CO025,24,0.0,0,206,0,0
S0200,CO025,24,0.0,0,206,0,0
S0201,CO025,24,0.0,0,206,0,0
S0204,CO025,24,0.0,0,206,0,0
S0205,CO025,24,0.0,0,206,0,0
S0208,CO025,24,0.0,0,206,0,0
S0209,CO025,24,0.0,0,206,0,0
S0210,CO025,24,0.0,0,206,0,0
S0212,CO025,24,0.0,0,206,0,0
S0213,CO025,24,0.0,0,206,0,0
S0214,CO025,24,0.0,0,206,0,0
S0215,CO025,24,0.0,0,206,0,0
S0216,CO025,24,0.0,0,206,0,0
S0218,CO025,24,0.0,0,206,0,0
S0219,CO025,24,0.0,0,206,0,0
S0220,CO025,24,0.0,0,206,0,0
S0221,CO025,24,0.0,0,206,0,0
S0222,CO025,24,0.0,0,206,0,0
S0223,CO025,24,0.0,0,206,0,0
S0224,CO025,24,0.0,0,206,0,0
S0225,CO025,24,0.0,0,206,0,0
S0226,CO025,24,0.0,0,206,0,0
S0228,CO025,24,0.0,0,206,0,0
S0230,CO025,24,0.0,0,206,0,0
S0231,CO025,24,0.0,0,206,0,0
S0232,CO025,24,0.0,0,206,0,0
S0233,CO025,24,0.0,0,206,0,0
S0235,CO025,24,0.0,0,206,0,0
S0236,CO025,24,0.0,0,206,0,0
S0237,CO025,24,0.0,0,206,0,0
S0240,CO025,24,0.0,0,206,0,0
S0241,CO025,24,0.0,0,206,0,0
S0242,CO025,24,0.0,0,206,0,0
S0243,CO025,24,0.0,0,206,0,0
S0244,CO025,24,0.0,0,206,0,0
S0245,CO025,24,0.0,0,206,0,0
S0247,CO025,24,0.0,0,206,0,0
S0249,CO025,24,0.0,0,206,0,0
S0252,CO025,24,0.0,0,206,0,0
S0253,CO025,24,0.0,0,206,0,0
S0254,CO025,24,0.0,0,206,0,0
S0255,CO025,24,0.0,0,206,0,0
S0256,CO025,24,0.0,0,206,0,0
S0257,CO025,24,0.0,0,206,0,0
S0258,CO025,24,0.0,0,206,0,0
S0260,CO025,24,0.0,0,206,0,0
S0261,CO025,24,0.0,0,206,0,0
S0262,CO025,24,0.0,0,206,0,0
S0263,CO025,24,0.0,0,206,0,0
S0264,CO025,24,0.0,0,206,0,0
S0265,CO025,24,0.0,0,206,0,0
S0266,CO025,24,0.0,0,206,0,0
S0267,CO025,24,0.0,0,206,0,0
S0268,CO025,24,0.0,0,206,0,0
S0269,CO025,24,0.0,0,206,0,0
S0270,CO025,24,0.0,0,206,0,0
S0272,CO025,24,0.0,0,206,0,0
S0273,CO025,24,0.0,0,206,0,0
S0278,CO025,24,0.0,0,206,0,0
S0279,CO025,24,0.0,0,206,0,0
S0280,CO025,24,0.0,0,206,0,0
S0281,CO025,24,0.0,0,206,0,0
S0285,CO025,24,0.0,0,206,0,0
S0287,CO025,24,0.0,0,206,0,0
S0288,CO025,24,0.0,0,206,0,0
S0289,CO025,24,0.0,0,206,0,0
S0290,CO025,24,0.0,0,206,0,0
S0291,CO025,24,0.0,0,206,0,0
S0293,CO025,24,0.0,0,206,0,0
S0295,CO025,24,0.0,0,206,0,0
S0296,CO025,24,0.0,0,206,0,0
S0298,CO025,24,0.0,0,206,0,0
S0299,CO025,24,0.0,0,206,0,0
S0301,CO025,24,0.0,0,206,0,0
S0302,CO025,24,0.0,0,206,0,0
S0303,CO025,24,0.0,0,206,0,0
S0304,CO025,24,0.0,0,206,0,0
S0305,CO025,24,0.0,0,206,0,0
S0306,CO025,24,0.0,0,206,0,0
S0307,CO025,24,0.0,0,206,0,0
S0310,CO025,24,0.0,0,206,0,0
S0311,CO025,24,0.0,0,206,0,0
S0313,CO025,24,0.0,0,206,0,0
S0314,CO025,24,0.0,0,206,0,0
S0315,CO025,24,0.0,0,206,0,0
S0316,CO025,24,0.0,0,206,0,0
S0317,CO025,24,0.0,0,206,0,0
S0318,CO025,24,0.0,0,206,0,0
S0319,CO025,24,0.0,0,206,0,0
S0320,CO025,24,0.0,0,206,0,0
S0322,CO025,24,0.0,0,206,0,0
S0323,CO025,24,0.0,0,206,0,0
S0324,CO025,24,0.0,0,206,0,0
S0326,CO025,24,0.0,0,206,0,0
S0327,CO025,24,0.0,0,206,0,0
S0328,CO025,24,0.0,0,206,0,0
S0329,CO025,24,0.0,0,206,0,0
S0331,CO025,24,0.0,0,206,0,0
S0332,CO025,24,0.0,0,206,0,0
S0333,CO025,24,0.0,0,206,0,0
S0334,CO025,24,0.0,0,206,0,0
S0335,CO025,24,0.0,0,206,0,0
S0336,CO025,24,0.0,0,206,0,0
S0337,CO025,24,0.0,0,206,0,0
S0339,CO025,24,0.0,0,206,0,0
S0341,CO025,24,0.0,0,206,0,0
S0343,CO025,24,0.0,0,206,0,0
S0344,CO025,24,0.0,0,206,0,0
S0345,CO025,24,0.0,0,206,0,0
S0346,CO025,24,0.0,0,206,0,0
S0347,CO025,24,0.0,0,206,0,0
S0348,CO025,24,0.0,0,206,0,0
S0349,CO025,24,0.0,0,206,0,0
S0350,CO025,24,0.0,0,206,0,0
S0351,CO025,24,0.0,0,206,0,0
S0353,CO025,24,0.0,0,206,0,0
S0354,CO025,24,0.0,0,206,0,0
S0355,CO025,24,0.0,0,206,0,0
S0356,CO025,24,0.0,0,206,0,0
S0357,CO025,24,0.0,0,206,0,0
S0358,CO025,24,0.0,0,206,0,0
S0361,CO025,24,0.0,0,206,0,0
S0362,CO025,24,0.0,0,206,0,0
S0363,CO025,24,0.0,0,206,0,0
S0364,CO025,24,0.0,0,206,0,0
S0366,CO025,24,0.0,0,206,0,0
S0369,CO025,24,0.0,0,206,0,0
S0371,CO025,24,0.0,0,206,0,0
S0372,CO025,24,0.0,0,206,0,0
S0373,CO025,24,0.0,0,206,0,0
S0374,CO025,24,0.0,0,206,0,0
S0375,CO025,24,0.0,0,206,0,0
S0376,CO025,24,0.0,0,206,0,0
S0377,CO025,24,0.0,0,206,0,0
S0378,CO025,24,0.0,0,206,0,0
S0380,CO025,24,0.0,0,206,0,0
S0381,CO025,24,0.0,0,206,0,0
S0382,CO025,24,0.0,0,206,0,0
S0383,CO025,24,0.0,0,206,0,0
S0384,CO025,24,0.0,0,206,0,0
S0385,CO025,24,0.0,0,206,0,0
S0386,CO025,24,0.0,0,206,0,0
S0387,CO025,24,0.0,0,206,0,0
S0388,CO025,24,0.0,0,206,0,0
S0390,CO025,24,0.0,0,206,0,0
S0391,CO025,24,0.0,0,206,0,0
S0392,CO025,24,0.0,0,206,0,0
S0393,CO025,24,0.0,0,206,0,0
S0395,CO025,24,0.0,0,206,0,0
S0396,CO025,24,0.0,0,206,0,0
S0398,CO025,24,0.0,0,206,0,0
S0399,CO025,24,0.0,0,206,0,0
S0400,CO025,24,0.0,0,206,0,0
S0401,CO025,24,0.0,0,206,0,0
S0402,CO025,24,0.0,0,206,0,0
S0404,CO025,24,0.0,0,206,0,0
S0405,CO025,24,0.0,0,206,0,0
S0406,CO025,24,0.0,0,206,0,0
S0407,CO025,24,0.0,0,206,0,0
S0409,CO025,24,0.0,0,206,0,0
S0410,CO025,24,0.0,0,206,0,0
S0411,CO025,24,0.0,0,206,0,0
S0412,CO025,24,0.0,0,206,0,0
S0413,CO025,24,0.0,0,206,0,0
S0416,CO025,24,0.0,0,206,0,0
S0417,CO025,24,0.0,0,206,0,0
S0418,CO025,24,0.0,0,206,0,0
S0419,CO025,24,0.0,0,206,0,0
S0421,CO025,24,0.0,0,206,0,0
S0422,CO025,24,0.0,0,206,0,0
S0423,CO025,24,0.0,0,206,0,0
S0424,CO025,24,0.0,0,206,0,0
S0428,CO025,24,0.0,0,206,0,0
S0429,CO025,24,0.0,0,206,0,0
S0430,CO025,24,0.0,0,206,0,0
S0431,CO025,24,0.0,0,206,0,0
S0432,CO025,24,0.0,0,206,0,0
S0433,CO025,24,0.0,0,206,0,0
S0434,CO025,24,0.0,0,206,0,0
S0435,CO025,24,0.0,0,206,0,0
S0439,CO025,24,0.0,0,206,0,0
S0440,CO025,24,0.0,0,206,0,0
S0441,CO025,24,0.0,0,206,0,0
S0442,CO025,24,0.0,0,206,0,0
S0443,CO025,24,0.0,0,206,0,0
S0444,CO025,24,0.0,0,206,0,0
S0445,CO025,24,0.0,0,206,0,0
S0446,CO025,24,0.0,0,206,0,0
S0447,CO025,24,0.0,0,206,0,0
S0448,CO025,24,0.0,0,206,0,0
S0449,CO025,24,0.0,0,206,0,0
S0450,CO025,24,0.0,0,206,0,0
S0453,CO025,24,0.0,0,206,0,0
S0455,CO025,24,0.0,0,206,0,0
S0456,CO025,24,0.0,0,206,0,0
S0458,CO025,24,0.0,0,206,0,0
S0459,CO025,24,0.0,0,206,0,0
S0461,CO025,24,0.0,0,206,0,0
S0462,CO025,24,0.0,0,206,0,0
S0463,CO025,24,0.0,0,206,0,0
S0465,CO025,24,0.0,0,206,0,0
S0466,CO025,24,0.0,0,206,0,0
